38 ==> 32,2833.0,0.1816491408053347
32 ==> 38,2833.0,0.18678710358014108
39 ==> 32,8455.0,0.16684755796743955
32 ==> 39,8455.0,0.5574602755983386
41 ==> 32,3196.0,0.2138507862161258
32 ==> 41,3196.0,0.2107206435023406
48 ==> 32,8034.0,0.19067283730865076
32 ==> 48,8034.0,0.5297026438979363
38 ==> 36,2790.0,0.1788920235957938
36 ==> 38,2790.0,0.9502724795640327
39 ==> 36,2037.0,0.040197335964479525
36 ==> 39,2037.0,0.6938010899182562
48 ==> 36,1416.0,0.0336062655749377
36 ==> 48,1416.0,0.4822888283378747
38 ==> 37,1046.0,0.06706847909720441
37 ==> 38,1046.0,0.9739292364990689
39 ==> 38,10345.0,0.20414405525407006
38 ==> 39,10345.0,0.6633111054116441
41 ==> 38,3897.0,0.2607561057209769
38 ==> 41,3897.0,0.2498717619902539
48 ==> 38,7944.0,0.1885368458526166
38 ==> 48,7944.0,0.5093613747114645
110 ==> 38,2725.0,0.9753042233357194
38 ==> 110,2725.0,0.1747242882790459
170 ==> 38,3031.0,0.9780574378831881
38 ==> 170,3031.0,0.1943447037701975
286 ==> 38,1116.0,0.9433643279797126
38 ==> 286,1116.0,0.07155680943831752
41 ==> 39,11414.0,0.7637336901973905
39 ==> 41,11414.0,0.22523926985693143
48 ==> 39,29142.0,0.6916340334638661
39 ==> 48,29142.0,0.5750764676862358
60 ==> 39,983.0,0.6601746138347885
39 ==> 60,983.0,0.019398125308337445
65 ==> 39,2787.0,0.623211091234347
39 ==> 65,2787.0,0.054997533300444004
79 ==> 39,1111.0,0.694375
39 ==> 79,1111.0,0.02192402565367538
89 ==> 39,2749.0,0.7164451394318478
39 ==> 89,2749.0,0.054247656635421804
101 ==> 39,1400.0,0.6258381761287438
39 ==> 101,1400.0,0.027627035027133696
110 ==> 39,1759.0,0.629563350035791
39 ==> 110,1759.0,0.034711396151948695
147 ==> 39,1137.0,0.6391231028667791
39 ==> 147,1137.0,0.022437099161322152
170 ==> 39,2059.0,0.6644078735075831
39 ==> 170,2059.0,0.04063147508633448
225 ==> 39,2351.0,0.7218299048203869
39 ==> 225,2351.0,0.04639368524913665
237 ==> 39,1929.0,0.6362137203166227
39 ==> 237,1929.0,0.03806610754810064
255 ==> 39,1057.0,0.7170963364993216
39 ==> 255,1057.0,0.02085841144548594
270 ==> 39,1194.0,0.6885813148788927
39 ==> 270,1194.0,0.023561914158855453
271 ==> 39,1434.0,0.6848137535816619
39 ==> 271,1434.0,0.028297977306364085
310 ==> 39,1852.0,0.7139552814186585
39 ==> 310,1852.0,0.03654662062160829
413 ==> 39,1130.0,0.601063829787234
39 ==> 413,1130.0,0.02229896398618648
438 ==> 39,1260.0,0.6763285024154589
39 ==> 438,1260.0,0.024864331524420327
475 ==> 39,1500.0,0.6922011998154131
39 ==> 475,1500.0,0.02960039467192896
533 ==> 39,922.0,0.6200403496973773
39 ==> 533,922.0,0.018194375925012333
1146 ==> 39,983.0,0.6893408134642356
39 ==> 1146,983.0,0.019398125308337445
1327 ==> 39,1156.0,0.6472564389697648
39 ==> 1327,1156.0,0.022812037493833252
2238 ==> 39,1287.0,0.7504373177842566
39 ==> 2238,1287.0,0.025397138628515045
12925 ==> 39,938.0,0.6394001363326517
39 ==> 12925,938.0,0.018510113468179577
48 ==> 41,9018.0,0.2140263438946244
41 ==> 48,9018.0,0.603412512546002
65 ==> 41,995.0,0.22249552772808587
41 ==> 65,995.0,0.06657745065239211
65 ==> 48,2529.0,0.5655187835420393
48 ==> 65,2529.0,0.06002135991456034
79 ==> 48,893.0,0.558125
48 ==> 79,893.0,0.0211937818915391
89 ==> 48,2798.0,0.729215532968465
48 ==> 89,2798.0,0.06640560104426249
101 ==> 48,1311.0,0.5860527492177022
48 ==> 101,1311.0,0.031114275542897828
110 ==> 48,1380.0,0.49391553328561205
48 ==> 110,1380.0,0.03275186899252403
147 ==> 48,1036.0,0.5823496346261945
48 ==> 147,1036.0,0.024587634982793403
170 ==> 48,1557.0,0.5024201355275896
48 ==> 170,1557.0,0.03695265218939124
225 ==> 48,1736.0,0.5330058335891925
48 ==> 225,1736.0,0.04120090186305921
237 ==> 48,1682.0,0.5547493403693932
48 ==> 237,1682.0,0.039919306989438706
255 ==> 48,1057.0,0.7170963364993216
